ID,consumption_1,consumption_2
4135,95,114
4136,98,112
4137,95,118
4138,94,113
4139,93,111
4140,92,108
4141,93,105
4142,91,106
4143,91,107
4144,95,99
4145,95,100
4146,93,99
4147,95,100
4148,96,104
4149,93,104
4150,92,103
4151,89,102
4152,89,102
4153,89,105
4154,90,106
4155,89,103
4156,88,105
4157,90,105
4158,90,103
4159,92,100
4160,90,98
4161,92,96
4162,93,95
4163,92,98
4164,88,96
4165,92,95
4166,93,95
4167,91,94
4168,91,95
4169,92,100
4170,93,108
4171,96,107
4172,94,110
4173,97,106
4174,93,104
4175,91,103
4176,92,103
4177,90,103
4178,92,102
4179,92,102
4180,94,101
4181,115,108
4182,159,151
4183,186,211
4184,223,227
4185,239,240
4186,216,239
4187,201,234
4188,198,216
4189,210,198
4190,210,192
4191,198,186
4192,180,169
4193,160,145
4194,150,128
4195,142,124
4196,120,122
4197,105,116
4198,94,111
4199,95,109
4200,96,109
4201,93,110
4202,95,110
4203,96,108
4204,95,108
4205,118,119
4206,155,168
4207,187,236
4208,202,237
4209,209,235
4210,215,243
4211,196,223
4212,210,210
4213,227,192
4214,233,191
4215,220,198
4216,202,196
4217,183,139
4218,158,129
4219,141,119
4220,121,116
4221,111,112
4222,107,110
4223,104,109
4224,103,108
4225,102,111
4226,105,106
4227,105,106
4228,105,105
4229,128,112
4230,161,175
4231,199,242
4232,218,261
4233,228,260
4234,221,252
4235,208,243
4236,211,223
4237,242,206
4238,237,204
4239,235,202
4240,209,190
4241,187,158
4242,179,130
4243,159,118
4244,128,117
4245,114,117
4246,102,115
4247,102,115
4248,97,117
4249,99,117
4250,100,118
4251,100,118
4252,104,118
4253,127,129
4254,169,191
4255,234,250
4256,275,266
4257,285,268
4258,292,273
4259,268,260
4260,257,244
4261,289,229
4262,322,237
4263,287,215
4264,217,206
4265,195,176
4266,177,166
4267,160,157
4268,121,154
4269,110,147
4270,108,143
4271,104,145
4272,104,146
4273,104,146
4274,101,148
4275,105,148
4276,103,147
4277,127,153
4278,171,219
4279,226,257
4280,324,271
4281,349,277
4282,268,277
4283,242,279
4284,229,239
4285,248,218
4286,235,207
4287,229,182
4288,198,154
4289,176,138
4290,167,129
4291,147,122
4292,139,122
4293,120,121
4294,95,120
4295,95,124
4296,93,127
4297,94,130
4298,96,129
4299,93,132
4300,92,131
4301,95,131
4302,94,132
4303,98,136
4304,99,137
4305,104,137
4306,104,140
4307,104,135
4308,99,137
4309,106,132
4310,108,133
4311,106,134
4312,108,135
4313,105,119
4314,105,116
4315,101,117
4316,102,120
4317,104,119
4318,100,122
4319,98,122
4320,94,123
4321,93,125
4322,94,125
4323,93,126
4324,94,127
4325,93,125
4326,93,122
4327,93,119
4328,96,117
4329,96,118
4330,96,119
4331,98,120
4332,97,114
4333,97,114
4334,95,115
4335,96,112
4336,97,114
4337,97,115
4338,98,118
4339,98,119
4340,100,119
4341,99,119
4342,97,118
4343,91,118
4344,92,122
4345,91,125
4346,91,123
4347,90,127
4348,92,124
4349,113,123
4350,127,118
4351,125,120
4352,130,120
4353,125,119
4354,127,120
4355,130,124
4356,127,119
4357,131,119
4358,127,117
4359,131,116
4360,130,119
4361,131,120
4362,129,119
4363,119,122
4364,101,121
4365,96,123
4366,93,121
4367,94,119
4368,92,120
4369,91,120
4370,91,123
4371,92,124
4372,93,126
4373,114,132
4374,158,186
4375,193,253
4376,240,250
4377,223,260
4378,216,280
4379,203,271
4380,214,262
4381,268,264
4382,262,258
4383,249,243
4384,226,226
4385,185,172
4386,173,154
4387,151,145
4388,118,142
4389,105,134
4390,103,134
4391,100,134
4392,100,133
4393,98,134
4394,97,138
4395,98,135
4396,98,139
4397,119,149
4398,164,207
4399,214,259
4400,245,267
4401,264,277
4402,270,280
4403,238,258
4404,227,243
4405,251,220
4406,258,215
4407,255,206
4408,231,186
4409,196,154
4410,178,147
4411,162,134
4412,133,137
4413,116,127
4414,105,121
4415,105,123
4416,101,124
4417,102,125
4418,102,125
4419,102,125
4420,102,128
4421,126,134
4422,169,187
4423,207,243
4424,229,266
4425,238,271
4426,235,275
4427,213,269
4428,209,248
4429,210,219
4430,212,212
4431,213,201
4432,199,183
4433,186,143
4434,168,138
4435,157,138
4436,119,134
4437,107,123
4438,101,126
4439,96,124
4440,97,123
4441,95,126
4442,97,126
4443,97,127
4444,100,132
4445,121,134
4446,164,183
4447,220,236
4448,247,250
4449,258,249
4450,250,254
4451,230,231
4452,221,215
4453,230,213
4454,233,204
4455,221,179
4456,194,144
4457,176,127
4458,162,125
4459,154,122
4460,148,124
4461,123,124
4462,99,119
4463,94,122
4464,93,118
4465,92,119
4466,94,118
4467,94,118
4468,94,121
4469,95,121
4470,93,122
4471,98,125
4472,100,127
4473,96,134
4474,99,137
4475,99,132
4476,96,132
4477,96,134
4478,100,136
4479,101,126
4480,102,123
4481,100,116
4482,100,117
4483,99,117
4484,96,117
4485,96,121
4486,97,118
4487,97,119
4488,97,121
4489,96,120
4490,97,121
4491,96,121
4492,97,124
4493,97,122
4494,95,118
4495,96,122
4496,96,120
4497,99,118
4498,99,114
4499,101,114
4500,98,115
4501,100,111
4502,99,111
4503,98,110
4504,98,108
4505,99,110
4506,97,112
4507,97,117
4508,98,118
4509,98,118
4510,97,119
4511,95,116
4512,94,119
4513,93,117
4514,94,117
4515,97,118
4516,96,119
4517,115,120
4518,129,116
4519,130,118
4520,132,115
4521,133,115
4522,134,115
4523,131,113
4524,132,112
4525,133,111
4526,133,113
4527,131,111
4528,133,115
4529,128,112
4530,127,116
4531,121,117
4532,106,118
4533,99,115
4534,97,117
4535,98,118
4536,97,116
4537,99,116
4538,97,115
4539,98,120
4540,102,123
4541,121,128
4542,155,180
4543,217,265
4544,258,252
4545,272,247
4546,266,253
4547,236,245
4548,212,238
4549,224,223
4550,226,213
4551,224,208
4552,210,187
4553,185,136
4554,166,121
4555,150,126
4556,126,130
4557,112,114
4558,102,112
4559,102,111
4560,100,109
4561,98,113
4562,97,110
4563,96,110
4564,96,112
4565,120,119
4566,162,157
4567,198,211
4568,223,226
4569,226,225
4570,219,224
4571,201,229
4572,194,221
4573,212,199
4574,213,203
4575,207,198
4576,185,181
4577,161,153
4578,154,140
4579,138,132
4580,111,136
4581,105,119
4582,102,111
4583,98,110
4584,98,108
4585,101,110
4586,101,108
4587,97,110
4588,99,113
4589,120,118
4590,154,168
4591,186,222
4592,203,234
4593,213,235
4594,211,238
4595,203,205
4596,205,202
4597,213,217
4598,214,223
4599,203,214
4600,180,202
4601,167,165
4602,165,163
4603,154,153
4604,119,147
4605,108,139
4606,108,132
4607,104,138
4608,102,134
4609,102,133
4610,98,132
4611,101,133
4612,103,134
4613,121,139
4614,171,186
4615,227,231
4616,256,246
4617,263,249
4618,262,254
4619,225,236
4620,216,229
4621,305,202
4622,330,202
4623,245,191
4624,231,164
4625,203,143
4626,184,138
4627,164,136
4628,142,138
4629,127,130
4630,102,129
4631,96,127
4632,97,129
4633,94,129
4634,92,128
4635,93,127
4636,94,129
4637,94,129
4638,94,133
4639,101,141
4640,105,139
4641,112,144
4642,111,147
4643,106,144
4644,105,144
4645,105,147
4646,107,145
4647,111,141
4648,104,134
4649,96,125
4650,98,127
4651,102,123
4652,102,128
4653,102,129
4654,100,130
4655,93,128
4656,95,127
4657,97,128
4658,95,125
4659,92,122
4660,93,125
4661,93,121
4662,91,120
4663,93,123
4664,92,122
4665,91,126
4666,95,122
4667,99,125
4668,99,124
4669,97,123
4670,98,123
4671,98,124
4672,101,125
4673,100,127
4674,102,124
4675,103,127
4676,103,126
4677,101,121
4678,97,122
4679,98,118
4680,94,121
4681,93,119
4682,92,117
4683,95,118
4684,95,120
4685,115,121
4686,145,164
4687,174,210
4688,193,217
4689,207,221
4690,208,227
4691,191,227
4692,210,218
4693,221,208
4694,219,197
4695,206,187
4696,194,172
4697,178,157
4698,167,145
4699,143,148
4700,117,152
4701,103,134
4702,100,129
4703,94,128
4704,94,127
4705,94,128
4706,92,126
4707,93,127
4708,93,126
4709,114,125
4710,151,167
4711,188,189
4712,211,220
4713,219,240
4714,220,227
4715,200,204
4716,202,208
4717,221,198
4718,222,197
4719,214,198
4720,191,178
4721,171,155
4722,161,149
4723,151,144
4724,115,141
4725,107,127
4726,102,120
4727,101,119
4728,100,117
4729,98,117
4730,97,118
4731,98,116
4732,98,115
4733,113,123
4734,154,160
4735,194,191
4736,233,207
4737,247,220
4738,235,216
4739,207,207
4740,188,202
4741,204,193
4742,214,189
4743,209,180
4744,196,165
4745,178,149
4746,173,141
4747,149,139
4748,116,136
4749,103,126
4750,97,117
4751,97,118
4752,94,117
4753,91,117
4754,90,116
4755,94,116
4756,94,117
4757,110,119
4758,147,158
4759,200,208
4760,240,219
4761,269,240
4762,266,236
4763,241,221
4764,221,211
4765,231,184
4766,230,184
4767,225,177
4768,223,163
4769,205,146
4770,183,136
4771,155,135
4772,116,138
4773,112,127
4774,108,123
4775,103,125
4776,99,123
4777,100,116
4778,100,113
4779,99,112
4780,97,111
4781,115,116
4782,159,153
4783,215,180
4784,251,196
4785,250,208
4786,241,199
4787,208,207
4788,210,195
4789,319,162
4790,300,154
4791,227,150
4792,207,146
4793,169,137
4794,154,129
4795,130,125
4796,125,131
4797,108,123
4798,81,127
4799,83,127
4800,82,124
4801,80,125
4802,77,118
4803,79,110
4804,79,111
4805,78,109
4806,76,115
4807,81,122
4808,86,125
4809,88,131
4810,93,137
4811,93,130
4812,93,127
4813,91,128
4814,88,126
4815,83,129
4816,83,131
4817,90,131
4818,91,135
4819,88,142
4820,91,148
4821,90,151
4822,89,153
4823,87,156
4824,85,157
4825,86,158
4826,87,153
4827,84,150
4828,80,129
4829,81,118
4830,81,114
4831,80,115
4832,80,118
4833,80,121
4834,83,120
4835,84,119
4836,82,121
4837,81,118
4838,84,118
4839,85,117
4840,85,120
4841,90,121
4842,89,117
4843,93,111
4844,92,113
4845,89,109
4846,85,110
4847,82,109
4848,80,109
4849,81,110
4850,79,107
4851,77,107
4852,77,107
4853,91,110
4854,125,166
4855,171,215
4856,195,223
4857,201,217
4858,201,220
4859,188,213
4860,200,205
4861,215,192
4862,208,191
4863,206,188
4864,189,165
4865,166,139
4866,154,134
4867,134,125
4868,101,124
4869,94,115
4870,89,114
4871,87,113
4872,83,114
4873,80,117
4874,81,114
4875,80,114
4876,82,111
4877,95,117
4878,128,157
4879,154,178
4880,185,199
4881,203,199
4882,210,207
4883,183,207
4884,186,213
4885,197,198
4886,193,196
4887,189,189
4888,183,169
4889,168,143
4890,155,134
4891,129,126
4892,105,125
4893,98,122
4894,90,118
4895,90,117
4896,89,115
4897,89,114
4898,87,114
4899,87,113
4900,86,116
4901,103,117
4902,137,167
4903,206,186
4904,227,209
4905,239,213
4906,240,222
4907,217,194
4908,195,187
4909,210,169
4910,203,172
4911,196,181
4912,182,157
4913,161,142
4914,144,124
4915,130,120
4916,105,119
4917,98,114
4918,92,113
4919,89,112
4920,87,111
4921,88,110
4922,89,111
4923,86,112
4924,87,109
4925,99,108
4926,117,108
4927,117,109
4928,118,109
4929,117,112
4930,117,114
4931,119,117
4932,117,118
4933,120,117
4934,119,117
4935,118,116
4936,119,116
4937,119,115
4938,119,114
4939,108,114
4940,86,115
4941,83,115
4942,81,116
4943,81,112
4944,81,112
4945,81,111
4946,81,112
4947,81,110
4948,79,111
4949,92,108
4950,113,111
4951,118,110
4952,131,113
4953,138,114
4954,136,115
4955,132,117
4956,132,118
4957,137,116
4958,142,115
4959,137,116
4960,135,115
4961,129,114
4962,124,115
4963,118,114
4964,117,114
4965,110,114
4966,87,112
4967,87,110
4968,87,113
4969,86,113
4970,85,110
4971,84,109
4972,83,109
4973,82,107
4974,82,111
4975,85,110
4976,87,112
4977,88,112
4978,87,116
4979,85,119
4980,85,122
4981,84,123
4982,85,120
4983,85,119
4984,86,121
4985,86,120
4986,88,117
4987,87,118
4988,86,119
4989,84,118
4990,82,116
4991,81,115
4992,82,114
4993,82,116
4994,82,112
4995,82,111
4996,83,111
4997,81,110
4998,81,109
4999,82,111
5000,81,113
5001,83,113
5002,84,114
5003,82,116
5004,82,119
5005,82,122
5006,82,119
5007,81,118
5008,83,122
5009,84,119
5010,84,118
5011,86,118
5012,86,122
5013,86,117
5014,86,114
5015,83,115
5016,81,113
5017,79,113
5018,78,112
5019,79,110
5020,80,112
5021,92,113
5022,156,161
5023,167,204
5024,177,257
5025,196,277
5026,191,231
5027,181,221
5028,192,211
5029,209,199
5030,213,198
5031,197,199
5032,170,176
5033,156,145
5034,142,136
5035,133,135
5036,105,134
5037,99,126
5038,98,125
5039,94,123
5040,92,123
5041,91,121
5042,90,120
5043,88,121
5044,89,120
5045,105,123
5046,137,153
5047,174,170
5048,211,172
5049,220,172
5050,212,187
5051,200,191
5052,192,185
5053,208,159
5054,208,157
5055,201,152
5056,187,147
5057,162,138
5058,155,128
5059,129,124
5060,100,129
5061,94,123
5062,94,120
5063,91,119
5064,89,117
5065,84,116
5066,83,115
5067,83,115
5068,82,115
5069,97,119
5070,140,165
5071,194,226
5072,238,234
5073,298,240
5074,276,234
5075,210,216
5076,198,206
5077,225,191
5078,225,191
5079,210,191
5080,199,168
5081,174,149
5082,162,137
5083,137,131
5084,116,129
5085,106,124
5086,99,120
5087,95,121
5088,96,120
5089,98,117
5090,94,116
5091,93,116
5092,93,111
5093,105,110
5094,143,161
5095,195,197
5096,270,206
5097,332,213
5098,284,205
5099,224,203
5100,209,188
5101,218,173
5102,219,169
5103,215,164
5104,193,144
5105,179,124
5106,167,117
5107,150,109
5108,126,104
5109,117,104
5110,111,103
5111,108,103
5112,106,100
5113,106,101
5114,106,100
5115,105,98
5116,103,101
5117,118,103
5118,145,139
5119,176,183
5120,218,186
5121,284,198
5122,235,203
5123,181,203
5124,181,187
5125,204,158
5126,202,162
5127,194,147
5128,165,128
5129,149,116
5130,136,104
5131,123,103
5132,130,102
5133,111,100
5134,86,99
5135,86,100
5136,82,98
5137,84,98
5138,84,97
5139,85,99
5140,84,97
5141,82,97
5142,83,101
5143,85,100
5144,89,107
5145,93,112
5146,94,113
5147,88,109
5148,86,111
5149,82,109
5150,83,108
5151,85,107
5152,88,105
5153,86,100
5154,87,98
5155,88,101
5156,86,99
5157,86,98
5158,82,102
5159,81,98
5160,80,98
5161,79,97
5162,77,95
5163,79,96
5164,79,96
5165,77,95
5166,77,96
5167,79,94
5168,79,97
5169,82,97
5170,85,97
5171,87,96
5172,82,98
5173,81,100
5174,83,97
5175,84,97
5176,81,96
5177,84,98
5178,83,99
5179,87,97
5180,85,98
5181,83,101
5182,82,99
5183,80,98
5184,79,99
5185,78,98
5186,80,98
5187,78,98
5188,79,98
5189,91,96
5190,110,95
5191,109,94
5192,109,96
5193,113,100
5194,111,96
5195,111,98
5196,114,99
5197,116,99
5198,115,100
5199,116,101
5200,117,100
5201,116,98
5202,116,103
5203,110,101
5204,90,102
5205,87,103
5206,86,98
5207,83,97
5208,83,98
5209,83,97
5210,80,96
5211,80,96
5212,81,96
5213,99,98
5214,128,143
5215,148,169
5216,160,191
5217,183,189
5218,183,204
5219,178,200
5220,173,200
5221,184,180
5222,184,183
5223,176,172
5224,162,151
5225,148,120
5226,139,117
5227,127,113
5228,91,111
5229,83,101
5230,81,98
5231,79,99
5232,76,97
5233,76,97
5234,74,96
5235,78,96
5236,77,95
5237,91,97
5238,123,142
5239,148,175
5240,168,208
5241,189,222
5242,187,217
5243,174,187
5244,172,186
5245,188,158
5246,186,154
5247,178,152
5248,159,141
5249,142,126
5250,135,118
5251,120,112
5252,96,110
5253,91,101
5254,89,97
5255,86,98
5256,84,99
5257,85,99
5258,84,96
5259,84,99
5260,84,94
5261,93,103
5262,127,147
5263,156,180
5264,166,208
5265,173,212
5266,175,198
5267,163,194
5268,160,186
5269,169,172
5270,175,171
5271,182,168
5272,167,154
5273,150,134
5274,148,125
5275,141,119
5276,108,116
5277,101,109
5278,88,102
5279,86,103
5280,84,102
5281,81,102
5282,81,101
5283,81,99
5284,82,101
5285,100,103
5286,142,147
5287,176,169
5288,186,183
5289,190,194
5290,190,195
5291,174,195
5292,164,189
5293,177,160
5294,180,167
5295,172,149
5296,145,135
5297,133,125
5298,129,116
5299,126,110
5300,120,107
5301,107,106
5302,79,104
5303,77,104
5304,78,106
5305,77,103
5306,75,101
5307,77,102
5308,76,100
5309,73,101
5310,73,102
5311,80,106
5312,84,109
5313,91,116
5314,83,124
5315,88,117
5316,86,113
5317,86,116
5318,82,116
5319,82,115
5320,80,114
5321,80,113
5322,79,110
5323,80,110
5324,83,110
5325,81,108
5326,81,105
5327,80,105
5328,79,105
5329,80,103
5330,82,106
5331,80,102
5332,81,102
5333,78,98
5334,78,99
5335,79,99
5336,82,104
5337,84,107
5338,84,109
5339,84,111
5340,80,112
5341,81,111
5342,80,111
5343,82,113
5344,80,112
5345,79,112
5346,80,112
5347,83,111
5348,83,110
5349,84,109
5350,79,108
5351,79,106
5352,78,104
5353,76,103
5354,78,102
5355,77,106
5356,82,102
5357,89,108
5358,120,140
5359,149,176
5360,164,190
5361,176,204
5362,175,211
5363,166,215
5364,167,202
5365,176,199
5366,172,197
5367,173,185
5368,158,171
5369,141,147
5370,134,139
5371,116,136
5372,90,132
5373,83,119
5374,80,117
5375,80,114
5376,75,115
5377,72,114
5378,74,114
5379,73,111
5380,74,111
5381,87,114
5382,122,154
5383,135,180
5384,154,197
5385,173,204
5386,180,209
5387,161,213
5388,161,210
5389,180,199
5390,180,197
5391,170,188
5392,153,169
5393,145,152
5394,135,143
5395,120,130
5396,94,125
5397,89,120
5398,86,117
5399,85,115
5400,83,115
5401,82,111
5402,83,112
5403,83,111
5404,81,110
5405,93,119
5406,123,153
5407,137,179
5408,153,191
5409,161,202
5410,158,214
5411,153,219
5412,158,205
5413,163,173
5414,165,175
5415,157,172
5416,144,158
5417,138,144
5418,126,133
5419,110,121
5420,86,120
5421,84,119
5422,81,115
5423,79,112
5424,78,111
5425,79,113
5426,78,111
5427,79,110
5428,79,107
5429,91,112
5430,127,148
5431,143,157
5432,158,181
5433,166,186
5434,165,192
5435,157,202
5436,164,205
5437,167,183
5438,173,182
5439,164,172
5440,148,162
5441,139,149
5442,135,135
5443,123,125
5444,97,121
5445,84,119
5446,79,117
5447,79,117
5448,78,114
5449,79,115
5450,76,111
5451,77,109
5452,76,109
5453,87,116
5454,121,153
5455,143,176
5456,158,180
5457,171,191
5458,171,192
5459,162,197
5460,155,192
5461,159,168
5462,165,166
5463,164,155
5464,144,135
5465,121,122
5466,117,115
5467,114,113
5468,113,111
5469,102,109
5470,80,107
5471,80,107
5472,76,106
5473,78,104
5474,75,105
5475,74,103
5476,75,103
5477,74,103
5478,75,110
5479,85,112
5480,87,120
5481,91,125
5482,91,129
5483,86,123
5484,88,121
5485,87,124
5486,85,126
5487,86,122
5488,88,120
5489,81,116
5490,85,113
5491,85,111
5492,87,111
5493,85,112
5494,84,112
5495,80,105
5496,80,106
5497,78,106
5498,77,105
5499,79,102
5500,78,103
5501,78,100
5502,79,100
5503,81,103
5504,77,107
5505,80,110
5506,79,111
5507,79,112
5508,78,115
5509,79,117
5510,80,116
5511,80,115
5512,79,114
5513,78,114
5514,80,115
5515,80,112
5516,85,111
5517,86,111
5518,80,108
5519,78,106
5520,78,106
5521,75,105
5522,76,106
5523,78,104
5524,76,103
5525,88,106
5526,119,137
5527,143,153
5528,156,166
5529,162,178
5530,165,189
5531,155,191
5532,155,189
5533,173,179
5534,162,179
5535,156,187
5536,145,172
5537,132,155
5538,124,140
5539,111,128
5540,87,128
5541,83,121
5542,82,119
5543,81,116
5544,80,114
5545,80,113
5546,80,112
5547,80,113
5548,79,111
5549,94,112
5550,126,141
5551,140,172
5552,152,182
5553,160,209
5554,160,205
5555,151,184
5556,149,195
5557,158,170
5558,157,177
5559,153,177
5560,139,163
5561,126,146
5562,118,136
5563,109,132
5564,83,132
5565,83,120
5566,80,115
5567,78,113
5568,78,112
5569,78,111
5570,79,113
5571,78,111
5572,79,109
5573,93,114
5574,126,144
5575,147,158
5576,155,173
5577,170,180
5578,163,187
5579,152,181
5580,150,180
5581,163,168
5582,157,164
5583,153,160
5584,139,156
5585,131,138
5586,123,131
5587,110,126
5588,85,125
5589,83,120
5590,81,117
5591,79,115
5592,80,113
5593,79,116
5594,78,112
5595,78,111
5596,79,111
5597,90,111
5598,120,143
5599,141,183
5600,154,202
5601,164,191
5602,163,195
5603,153,194
5604,149,196
5605,164,180
5606,162,173
5607,153,171
5608,142,158
5609,130,139
5610,124,129
5611,114,123
5612,90,124
5613,88,120
5614,80,117
5615,78,117
5616,78,119
5617,79,115
5618,79,114
5619,79,114
5620,78,113
5621,91,116
5622,121,165
5623,140,181
5624,147,192
5625,155,191
5626,158,196
5627,151,199
5628,154,201
5629,157,184
5630,158,188
5631,149,168
5632,135,152
5633,126,139
5634,120,126
5635,119,124
5636,116,122
5637,103,121
5638,80,117
5639,76,117
5640,76,116
5641,75,114
5642,75,115
5643,74,112
5644,74,112
5645,75,110
5646,77,112
5647,83,117
5648,85,125
5649,85,129
5650,86,134
5651,86,134
5652,82,134
5653,82,133
5654,82,131
5655,82,129
5656,83,129
5657,77,124
5658,77,119
5659,76,117
5660,78,118
5661,77,117
5662,75,116
5663,74,115
5664,75,114
5665,75,113
5666,73,113
5667,72,112
5668,73,110
5669,72,107
5670,74,108
5671,74,107
5672,73,110
5673,77,110
5674,76,111
5675,78,115
5676,78,114
5677,75,119
5678,76,118
5679,76,118
5680,76,117
5681,75,118
5682,78,120
5683,78,119
5684,80,116
5685,75,116
5686,73,114
5687,73,114
5688,72,111
5689,73,112
5690,73,111
5691,76,109
5692,74,108
5693,88,112
5694,116,139
5695,135,154
5696,146,164
5697,157,171
5698,163,180
5699,154,173
5700,152,172
5701,158,160
5702,153,166
5703,148,165
5704,138,148
5705,131,135
5706,120,126
5707,110,120
5708,87,120
5709,85,117
5710,78,115
5711,77,113
5712,77,113
5713,76,113
5714,76,110
5715,74,108
5716,77,108
5717,97,108
5718,122,135
5719,132,156
5720,146,164
5721,152,180
5722,150,182
5723,138,175
5724,141,177
5725,146,159
5726,146,163
5727,147,159
5728,138,144
5729,138,132
5730,131,125
5731,121,121
5732,94,116
5733,82,116
5734,78,111
5735,75,111
5736,76,108
5737,75,108
5738,75,106
5739,74,105
5740,76,106
5741,90,107
5742,128,138
5743,152,164
5744,173,164
5745,181,163
5746,180,163
5747,166,148
5748,167,143
5749,182,134
5750,184,130
5751,176,126
5752,165,122
5753,151,108
5754,139,104
5755,127,100
5756,97,100
5757,90,99
5758,83,97
5759,79,96
5760,79,96
5761,77,95
5762,76,94
5763,78,94
5764,78,93
5765,94,98
5766,126,123
5767,145,134
5768,169,147
5769,172,142
5770,166,145
5771,151,144
5772,161,144
5773,184,143
5774,167,142
5775,157,136
5776,144,121
5777,139,106
5778,145,100
5779,130,98
5780,93,100
5781,89,97
5782,83,96
5783,83,98
5784,81,96
5785,80,95
5786,80,94
5787,80,95
5788,80,93
5789,93,94
5790,122,119
5791,152,145
5792,181,161
5793,208,159
5794,205,160
5795,172,140
5796,166,142
5797,174,136
5798,195,140
5799,201,117
5800,175,102
5801,156,96
5802,145,90
5803,141,88
5804,121,89
5805,103,87
5806,75,87
5807,74,89
5808,72,88
5809,72,87
5810,71,85
5811,71,88
5812,74,84
5813,77,84
5814,76,89
5815,83,94
5816,86,99
5817,81,99
5818,80,100
5819,79,93
5820,79,94
5821,80,93
5822,84,95
5823,79,94
5824,74,89
5825,76,89
5826,80,89
5827,81,88
5828,79,88
5829,79,90
5830,75,90
5831,74,88
5832,77,90
5833,76,87
5834,75,85
5835,73,86
5836,75,85
5837,76,83
5838,75,82
5839,74,85
5840,73,88
5841,73,90
5842,72,87
5843,71,87
5844,72,89
5845,76,90
5846,78,91
5847,76,90
5848,74,91
5849,73,93
5850,72,96
5851,77,93
5852,77,91
5853,75,89
5854,74,89
5855,73,87
5856,72,88
5857,74,85
5858,71,87
5859,72,87
5860,71,86
5861,85,86
5862,117,108
5863,138,135
5864,150,142
5865,158,147
5866,162,146
5867,158,155
5868,158,157
5869,164,146
5870,173,151
5871,159,154
5872,141,147
5873,134,130
5874,129,113
5875,114,105
5876,90,104
5877,79,101
5878,73,100
5879,73,98
5880,74,103
5881,74,97
5882,72,96
5883,72,96
5884,72,97
5885,86,100
5886,124,124
5887,137,127
5888,165,151
5889,178,162
5890,183,174
5891,166,179
5892,161,175
5893,165,168
5894,199,156
5895,165,155
5896,154,145
5897,137,131
5898,125,116
5899,115,108
5900,85,105
5901,82,104
5902,78,103
5903,78,99
5904,77,101
5905,78,101
5906,76,99
5907,78,97
5908,76,96
5909,89,101
5910,123,126
5911,142,141
5912,156,153
5913,162,161
5914,169,165
5915,146,168
5916,149,163
5917,159,162
5918,157,160
5919,151,158
5920,143,147
5921,132,132
5922,125,109
5923,112,107
5924,88,106
5925,84,102
5926,79,101
5927,78,98
5928,77,99
5929,77,98
5930,79,97
5931,78,96
5932,78,96
5933,93,98
5934,126,121
5935,144,140
5936,156,155
5937,169,172
5938,180,184
5939,178,153
5940,178,153
5941,194,161
5942,192,167
5943,154,154
5944,140,143
5945,132,122
5946,127,113
5947,112,112
5948,86,108
5949,78,109
5950,75,106
5951,75,104
5952,73,103
5953,74,102
5954,74,99
5955,74,100
5956,74,101
5957,88,103
5958,116,121
5959,135,154
5960,153,159
5961,161,177
5962,153,168
5963,140,145
5964,136,145
5965,162,153
5966,147,159
5967,149,151
5968,128,136
5969,123,114
5970,111,103
5971,109,101
5972,107,99
5973,99,99
5974,76,98
5975,76,96
5976,75,94
5977,75,92
5978,76,93
5979,75,93
5980,76,93
5981,74,89
5982,74,89
5983,77,91
5984,80,94
5985,79,96
5986,80,97
5987,78,101
5988,77,104
5989,76,106
5990,75,105
5991,75,103
5992,76,106
5993,77,102
5994,78,102
5995,77,101
5996,77,98
5997,74,97
5998,73,99
5999,73,97
6000,74,98
6001,73,96
6002,72,97
6003,72,96
6004,74,96
6005,73,94
6006,75,92
6007,72,90
6008,73,92
6009,73,92
6010,74,94
6011,76,97
6012,73,98
6013,72,101
6014,72,101
6015,75,104
6016,76,104
6017,79,104
6018,74,101
6019,76,99
6020,77,98
6021,75,97
6022,75,95
6023,73,96
6024,74,94
6025,73,94
6026,73,93
6027,73,91
6028,73,94
6029,85,94
6030,116,113
6031,134,139
6032,148,161
6033,167,161
6034,176,161
6035,152,151
6036,152,150
6037,189,160
6038,172,176
6039,150,163
6040,156,138
6041,121,112
6042,116,102
6043,106,101
6044,80,99
6045,76,98
6046,76,98
6047,75,99
6048,74,97
6049,73,94
6050,71,93
6051,71,92
6052,72,93
6053,84,93
6054,121,112
6055,134,153
6056,145,160
6057,155,151
6058,161,145
6059,145,138
6060,144,140
6061,153,147
6062,157,151
6063,153,145
6064,155,121
6065,127,111
6066,122,101
6067,104,97
6068,82,95
6069,73,97
6070,74,93
6071,72,92
6072,70,90
6073,71,92
6074,71,89
6075,71,88
6076,71,88
6077,87,93
6078,123,110
6079,143,129
6080,151,137
6081,161,145
6082,162,163
6083,152,141
6084,147,133
6085,166,146
6086,177,136
6087,146,128
6088,124,119
6089,119,104
6090,111,83
6091,100,84
6092,79,82
6093,75,80
6094,73,78
6095,73,78
6096,70,66
6097,70,64
6098,71,63
6099,71,63
6100,69,63
6101,83,65
6102,116,69
6103,127,98
6104,136,111
6105,149,119
6106,145,124
6107,133,109
6108,128,107
6109,152,114
6110,143,108
6111,129,100
6112,116,87
6113,112,80
6114,105,73
6115,97,71
6116,81,69
6117,74,72
6118,71,70
6119,70,68
6120,68,69
6121,69,66
6122,68,65
6123,69,65
6124,69,65
6125,78,64
6126,97,55
6127,96,54
6128,97,56
6129,97,57
6130,97,59
6131,99,61
